,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
68, on 12/25/09 08:51 AM (PST),Brian ,2009 Aston Martin V8 Vantage Convertible Roadster 2dr Convertible (4.7L 8cyl 6AM),"Not perfect, but the best car ever!"," This car has plenty of flaws such as really outdated electronics (GPS, radio, etc.) and horrible ergonomics (tiny buttons in bad locations, etc.).  But none of that matters because when you drive this car you feel like the king of the road.  Sure, there are faster cars and more technologically advanced cars, but nothing gets attention like an Aston Martin, and it's attention with class.  It's not flashy like a Lambo or Lotus - it's all class, and the sound it makes is astounding!  The sound coming out of the exhaust is worth the cost of the car entirely! ",4.375
69, on 02/12/10 15:24 PM (PST),Shawn ,2009 Aston Martin V8 Vantage Coupe 2dr Coupe (4.7L 8cyl 6AM),Classy," I completed a long (18 month) but fun process of driving all exotics out there except for Bentley, and at the end the Vantage was the clear winner. The key in my mind is that the Aston is pure motoring bliss.  It looks, feels, and sounds other-worldly, and is completely classy. Also, I've been surprised by how much other motorists and peds love the car.  Constant thumbs-up signs, digital photos.",4.125
70, on 12/28/09 15:42 PM (PST),Booboo ,2009 Aston Martin V8 Vantage Coupe 2dr Coupe (4.7L 8cyl 6AM),Not for the faint," This is my 2nd Aston which I purchased new and some things never change. The Aston is a high performance car for sure with a reliable and truly excellent engine the rest does not live up. The road holding is OK and no problem on regular highway driving, but the suspension is an issue because there is no ""ABC"" feature that inspires confidence, so in fast and tight corners, an average driver will have to deal with a nervous car and will be more shaken than stirred. It is an unsophisticated car with a washboard ride, but I buy one again!",3.5
71, on 11/28/09 21:34 PM (PST),gvan54 ,2009 Aston Martin V8 Vantage Coupe 2dr Coupe (4.7L 8cyl 6AM),Broke the first day.," This beauty stranded me the first day I had it.  The clutch went out on it and it had to be picked up by a flatbed.  Dealer needs it for 10 days, the part has to be ordered from the U.K.  How do you ever trust a car again after it strands you.  I will sell it as soon as I get it back. In addition, the leather above the speedo / tach is coming off, you could actually see the staples that hold it down on the underside.  This is a luxury car??!!  Stick with the BMW's and Lexus's of the world, at least they are delivered in one piece and don't strand you on the side of a highway.",3.5
72, on 04/06/09 13:40 PM (PDT),A M Dude ,2009 Aston Martin V8 Vantage Coupe 2dr Coupe (4.7L 8cyl 6AM),Dream Wheels," Having been the owner of many fine cars (Mercedes, BMW, Jaguar) I always suspected that if, and when, I purchased an Aston Martin my heart would be lost forever. How right I was!!! While the Aston Martin Vantage 8 may not be the perfect car, you'd be hard pressed to convince me otherwise.   In my opinion the workmanship, performance, and curb appeal of this beast would stand up to any other make or model. The drop jaw good looks and driving experience makes this an investment worth every penny spent!  I recently showed it at a regional car show and even with more exotic models of Porches, Ferraris (sp), and others my Vantage drew the majority of the raves. Do yourself a favor: buy one!",4.75
73, on 10/30/07 13:34 PM (PDT),Vasi ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Exclusive!!!," I am another Porsche guy that switched to Aston. The last 10 years I had 5 different Porsches including the latest 997 C2S. Exclusivity is the key. Porsches are extremely common and Astons are so special. I know there is a lot of talk about reliability issues but the moment you hear the engine sound above 4000 rpm you forget about all the bad things and you get big satisfaction without even the need to go fast. A very cool car, no doubt!",4.625
74, on 09/29/07 04:53 AM (PDT),GK ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Excellent - Best Sports Car I Have Owned," I have had a Porsche and numerous BMWs.  For me, this is the treasured prize. The quality of the interior and refinement of the exterior combined with the reliability I have experienced to date make this the finest auto I have ever owned.  One article described it best - it is 95% of the performance and 200% of the ""WOW"" factor of the Porsche Carrera.  The cornering and straight acceleration are a notch inferior to the Porsche, but the pride of ownership and fit and finish ar far superior than anything else.  Try it... you'll like it.",4.875
75, on 09/13/07 21:53 PM (PDT),Aston Martin Vantage ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Wonderful car," I have owned several different model Porsches, but none compare in looks, attention, and driving pleasure and ability than my 2007 AM Vantage.  This car is quality and stunning in every way.  It exudes the fact that it is hand built from bumper to bumper.  The low growl when pressing the start button, and even much more so when reaching 4000 rpm, is exciting.  Some say the 380 horse power engine is not enough.  They must be on drugs because for a non-racer like me, it has plenty of responsiveness.  The amount of positive attention and accolades you receive in driving this car is often downright embarrassing.  I could write a book on overwhelming positive public reaction this car draws. ",4.625
76, on 08/14/07 20:32 PM (PDT),bob garvey ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Love that V8 Vantage," I have to say I love pushing the crystal ignition button, hearing the gutteral vroom that gets me on my way. I love the looks and drive of this vehicle. I previously drove a BMW 540i and I currently also own a Dodge Viper. Have had no major problems with the vehicle. ",4.875
77, on 06/18/07 11:45 AM (PDT),Dave_Car_Guy ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),I Love my Vantage," I took delivery of my Vantage in December 2006 and have put 7000 miles on the car so far (as of June 2007).  I absolutely love the ride, the quality, and the beauty of the car.  I have owned Porsches, BMWs, and a Ferrari, so my expectations for the Aston were high.  I can say that the car has met and exceeded those expectations.  The biggest surprise has been the handling, which is better than I hoped. Although not as tight as the Carrera, it is extremely easy to drive the car on winding roads with lots of confidence. I have not driven the car on the track as I did the Porsche, so I can't compare hard-driving experience, but that isn't what I bought the Aston for.",4.75
78, on 03/29/07 10:43 AM (PDT),MJW ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Beauty only skin deep," AM does not know how to make cars in large quantities and it shows with the V8. Failing gearboxes, lack of torque and smouldering clutches followed by lamentable excuses for the lack of quality from AM technical people were some of the resons why I got rid of the car after eight months. A porsche 911 S with a sports exhaust and the sport chrono option is not as pretty as the V8 but will go quicker, be reliable, make noise, retain its value and is cheaper. Watch AM V8 residual values drop as the quality issues come to light.The car is slow, that is why everyone says it needs more torque.The build quality is not what you would expect. Check warranty history if you are buying a used car.",3
79, on 12/25/06 09:54 AM (PST),tim s ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),A  keeper," Have had Porsches, every thing from Boxster to TurboS, two 355 Ferraris and a Ferrari F430. This goes way past the Porsches and just under the 430. ",5
80, on 10/17/06 18:46 PM (PDT),DEJ ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Best Of All Worlds," Have owned many sports cars, most recently a 2006 Porsche 911S. The AMV8 is in a completely different league. More beautiful, more exotic, more fun to drive, more comfortable, more luxurious. More of all the reasons to buy such a car.",4.875
81, on 09/06/06 18:17 PM (PDT),Bryan Fletcher ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),WOW," Truly the most exciting car out there in its price range. Not seen everyday like its competitors. The craftsmanship is out of this world. Power, beauty, soul and if you buy one then you will know what I mean.     ",5
82, on 08/04/06 00:04 AM (PDT),Sean J ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),My AM V8 Vantage," I have been driving my Vantage since May. I have to say I like it but I'm not in love with it.  I have been driving Porsches for past few years and I kind of miss driving them.  I think this car could have been a bit wider and few inches longer.  I think the front exterior is just gorgeous but the back is a bit like japanese cars.  Starting price for this car should be $155,000 after improvements. 110K  is cheap for this category of car.",4.375
83, on 07/20/06 01:11 AM (PDT),Petter ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Best fun on wheels!," I took delivery in May and have had my best driving experiences ever since then. The looks of this car gets almost too much attention, but it is always a 'thumbs up'. ",4.75
84, on 06/12/06 11:04 AM (PDT),KansasHick ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Simply the best," I am overwhelmed by the beauty and performance of this automobile. Not easy for a big guy to get into but once seated everything is perfect. In fact, there is almost nothing that could be changed to make the car better.",4.875
85, on 06/01/06 10:06 AM (PDT),tdtollie ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),A Perfect Sports Car!," I waited 686 days from the date I placed my deposit until delivery of my Vantage. Was it worth the wait? You bet! I've been driving Corvettes for over 20 years and I love them...but the Vantage is so much more. Yes, the Vantage is expensive, but the style and performance are perfect. The handling on winding mountain roads is incredible. The engine sings and begs you to open the windows and turn off the great sound system. I've been driving manual transmissions my entire life and nothing comes close to this 6-speed gearbox. If you really love to drive cars and can afford the $$$, I recommend you take the plunge and go for it. I love it! I love it! I LOVE IT!!!",4.75
86, on 05/07/06 13:21 PM (PDT),Rasscasse ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),AM Vantage V8 is a winner," I have one of the first US Vantage V8s and it is a brilliant steer.  Definitely better than any 911 that I have driven and the looks, build quality and excusivity are spot on.  Well done AM!!",4.875
87, on 05/06/06 14:44 PM (PDT),praskind ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Finally..., An amazing car! Drove Porsches for the past 7 year and this car tops any of them. Beautiful to look at-feels and sounds incredible. I bought mine without ever driving one and I could not be happier.,4.75
88, on 03/17/11 20:50 PM (PDT),newcreature ,2011 Aston Martin V8 Vantage Convertible N420 Roadster 2dr Convertible (4.7L 8cyl 6M),N420 A Driver's Car," Recently took delivery of 2011 N420 roadster with 6-speed manual. Came out of a Porsche 997 C4S cabriolet, my second 911 C4. Loved the Porsches, but was in mood for a new driving sensation. N420 is magnificent. Very fast, comfortable, beautiful. The torque is amazing in every gear. Sport suspension a bit firmer than 997 in normal mode, but not as firm as Porsche's sport mode. An excellent balance between the two. Firm yet compliant. The sport exhaust is perfectly tuned. Under 3K sound is subdued. Cross 3K, especially under rapid acceleration and the beastly growl is unleashed. ",4.875
89, on 12/21/10 20:23 PM (PST),johnred14 ,2011 Aston Martin V8 Vantage Coupe 2dr Coupe (4.7L 8cyl 6M),just got a 2011 vantage!, i just bought this car and love it.it puts a smile on my face every time i get in the car.it has the nicest interior of any car in its price range and drives perfectly.my biggest complaint is that i am now spoiled when it comes to other cars.,4.875
